ipni_id,accepted_name,genera,number_of_regions,region,lifeform_category ,climate_description,seedbank_conserved,iucn_assessed,redlist_category,threat_pred,threat_prediction_prob
284665-2,Scaphyglottis michelangeliorum,Scaphyglottis,1,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.677083496
228825-2,Scaphyglottis micrantha,Scaphyglottis,6,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.092528182
228827-2,Scaphyglottis minutiflora,Scaphyglottis,10,Mexico,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.243345917
657271-1,Scaphyglottis modesta,Scaphyglottis,19,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.03667716
320423-2,Scaphyglottis monspirrae,Scaphyglottis,1,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.744990518
77145841-1,Scaphyglottis obtusisepala,Scaphyglottis,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.692936985
1052930-2,Scaphyglottis pachybulbon,Scaphyglottis,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.5053938
284666-2,Scaphyglottis panamensis,Scaphyglottis,1,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.744789352
228831-2,Scaphyglottis prolifera,Scaphyglottis,21,Mexico,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.016425458
228832-2,Scaphyglottis propinqua,Scaphyglottis,3,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.366457262
228833-2,Scaphyglottis pulchella,Scaphyglottis,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.5053938
228835-2,Scaphyglottis punctulata,Scaphyglottis,9,Central America,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.037896477
77134252-1,Scaphyglottis rangelii,Scaphyglottis,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.692936985
228839-2,Scaphyglottis reflexa,Scaphyglottis,14,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.014195224
284667-2,Scaphyglottis robusta,Scaphyglottis,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.634031733
284668-2,Scaphyglottis sessiliflora,Scaphyglottis,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.634031733
945206-1,Scaphyglottis sigmoidea,Scaphyglottis,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.5053938
296649-2,Scaphyglottis spathulata,Scaphyglottis,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.5053938
657294-1,Scaphyglottis stellata,Scaphyglottis,15,Central America,epiphyte,seasonally dry tropical,No,No,Not Assessed,not threatened,0.019157688
313592-2,Scaphyglottis subulata,Scaphyglottis,1,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.715800195
228847-2,Scaphyglottis summersii,Scaphyglottis,5,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.08685317
228849-2,Scaphyglottis tenella,Scaphyglottis,4,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.346260056
228850-2,Scaphyglottis tenuis,Scaphyglottis,2,Mexico,epiphyte,seasonally dry tropical,No,No,Not Assessed,threatened,0.570164366
284670-2,Scaphyglottis triloba,Scaphyglottis,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.68592893
77133149-1,Scaphyglottis truncata,Scaphyglottis,1,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.923751769
60457858-2,Schiedeella affinis,Schiedeella,4,Mexico,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,not threatened,0.421108858
229106-2,Schiedeella albovaginata,Schiedeella,2,Mexico,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.832016603
319552-2,Schiedeella arizonica,Schiedeella,3,Southwestern U.S.A.,herbaceous perennial,subtropical,No,No,Not Assessed,not threatened,0.431188002
1001032-1,Schiedeella crenulata,Schiedeella,3,Mexico,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.70322173
942905-1,Schiedeella dendroneura,Schiedeella,1,Mexico,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.90454873
314075-2,Schiedeella dressleri,Schiedeella,1,Central America,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.918963652
77100786-1,Schiedeella esquintlensis,Schiedeella,1,Central America,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.960543721
284699-2,Schiedeella faucisanguinea,Schiedeella,3,Mexico,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.691295041
303318-2,Schiedeella fragrans,Schiedeella,1,Mexico,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.904659052
77100781-1,Schiedeella jean-mulleri,Schiedeella,1,Central America,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.960543721
911281-1,Schiedeella nagelii,Schiedeella,1,Mexico,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.867384752
1001033-1,Schiedeella pandurata,Schiedeella,1,Mexico,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.966473238
229124-2,Schiedeella saltensis,Schiedeella,4,South-Central U.S.A.,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.436183429
284700-2,Schiedeella schlechteriana,Schiedeella,1,Central America,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.959864504
77063798-1,Schiedeella tamayoana,Schiedeella,3,Mexico,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.681276834
229129-2,Schiedeella trilineata,Schiedeella,6,Mexico,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.178038694
911282-1,Schiedeella violacea,Schiedeella,4,Mexico,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.559770753
77063800-1,Schiedeella williamsiana,Schiedeella,1,Mexico,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.965474866
657339-1,Schizochilus angustifolius,Schizochilus,2,Southern Africa,herbaceous perennial,subalpine or subarctic,No,No,Not Assessed,not threatened,0.331111966
657342-1,Schizochilus bulbinella,Schizochilus,3,Southern Africa,herbaceous perennial,montane tropical,No,No,Not Assessed,not threatened,0.296889666
972598-1,Schizochilus calcaratus,Schizochilus,1,South Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.558848972
657348-1,Schizochilus crenulatus,Schizochilus,1,Southern Africa,herbaceous perennial,montane tropical,No,No,Not Assessed,threatened,0.677594633
657350-1,Schizochilus flexuosus,Schizochilus,4,Southern Africa,herbaceous perennial,temperate,No,No,Not Assessed,not threatened,0.182498751
657352-1,Schizochilus gerrardii,Schizochilus,1,Southern Africa,herbaceous perennial,temperate,No,No,Not Assessed,threatened,0.703618668
657356-1,Schizochilus lilacinus,Schizochilus,1,Southern Africa,herbaceous perennial,montane tropical,No,No,Not Assessed,threatened,0.677594633
657362-1,Schizochilus sulphureus,Schizochilus,3,East Tropical Africa,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.514921427
657367-1,Schizochilus zeyheri,Schizochilus,5,Southern Africa,herbaceous perennial,temperate,No,No,Not Assessed,not threatened,0.038132917
657391-1,Schlimia alpina,Schlimia,4,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.095982836
938840-1,Schlimia condorana,Schlimia,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.903885185
657392-1,Schlimia garayana,Schlimia,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.880605124
657393-1,Schlimia jasminodora,Schlimia,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.312314705
284718-2,Schlimia jennyana,Schlimia,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.782311127
284719-2,Schlimia stevensonii,Schlimia,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.903885185
657397-1,Schoenorchis aurea,Schoenorchis,1,Malesia,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.441935588
968698-1,Schoenorchis brevirachis,Schoenorchis,1,Indo-China,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.893378083
657398-1,Schoenorchis buddleiflora,Schoenorchis,2,Malesia,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.310832564
948108-1,Schoenorchis endertii,Schoenorchis,1,Malesia,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.571403005
657402-1,Schoenorchis fragrans,Schoenorchis,5,Indian Subcontinent,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.320850544
657404-1,Schoenorchis gemmata,Schoenorchis,13,China,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.059451187
77147864-1,Schoenorchis hangianae,Schoenorchis,1,Indo-China,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.89721317
657406-1,Schoenorchis jerdoniana,Schoenorchis,1,Indian Subcontinent,epiphyte,seasonally dry tropical,No,No,Not Assessed,threatened,0.517348154
657407-1,Schoenorchis juncifolia,Schoenorchis,5,Malesia,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.042472356
1013862-1,Schoenorchis manilaliana,Schoenorchis,1,Indian Subcontinent,epiphyte,seasonally dry tropical,No,No,Not Assessed,threatened,0.802142253
152645-3,Schoenorchis micrantha,Schoenorchis,15,Indo-China,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.006578371
657414-1,Schoenorchis minutiflora,Schoenorchis,3,Indo-China,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.368747803
657415-1,Schoenorchis nivea,Schoenorchis,1,Indian Subcontinent,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.855569048
657416-1,Schoenorchis pachyacris,Schoenorchis,2,Malesia,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.435482063
657417-1,Schoenorchis pachyglossa,Schoenorchis,1,Malesia,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.381601858
657418-1,Schoenorchis paniculata,Schoenorchis,4,Malesia,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.056480349
77162202-1,Schoenorchis phitamii,Schoenorchis,1,Indo-China,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.89721317
657421-1,Schoenorchis sarcophylla,Schoenorchis,2,Papuasia,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.19085629
77121069-1,Schoenorchis scolopendria,Schoenorchis,2,Indo-China,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.939915301
657422-1,Schoenorchis secundiflora,Schoenorchis,3,Indo-China,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.171949532
657423-1,Schoenorchis seidenfadenii,Schoenorchis,3,Indo-China,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.817673831
77137441-1,Schoenorchis smeeana,Schoenorchis,1,Indian Subcontinent,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.566211217
657426-1,Schoenorchis subulata,Schoenorchis,1,Malesia,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.544722126
657427-1,Schoenorchis sumatrana,Schoenorchis,1,Malesia,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.660881364
77201894-1,Schoenorchis tatonii,Schoenorchis,1,Indo-China,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.89721317
657428-1,Schoenorchis tixieri,Schoenorchis,3,China,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.673529402
657429-1,Schoenorchis tortifolia,Schoenorchis,1,Indian Subcontinent,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.945410341
657430-1,Schoenorchis vanoverberghii,Schoenorchis,2,Eastern Asia,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.454852453
20010935-1,Schuitemania merrillii,Schuitemania,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.644238164
304781-2,Schunkea vierlingii,Schunkea,1,Brazil,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.706902148
77093254-1,Scuticaria bahiensis,Scuticaria,1,Brazil,epiphyte,seasonally dry tropical,No,No,Not Assessed,threatened,0.807118407
77136083-1,Scuticaria bueraremensis,Scuticaria,1,Brazil,epiphyte,seasonally dry tropical,No,No,Not Assessed,threatened,0.810007717
77138736-1,Scuticaria guainiana,Scuticaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.692553601
657476-1,Scuticaria hadwenii,Scuticaria,3,Northern South America,epiphyte,seasonally dry tropical,No,No,Not Assessed,not threatened,0.129101482
231229-2,Scuticaria irwiniana,Scuticaria,1,Brazil,epiphyte,seasonally dry tropical,No,No,Not Assessed,threatened,0.661132129
231230-2,Scuticaria itirapinensis,Scuticaria,1,Brazil,epiphyte,seasonally dry tropical,No,No,Not Assessed,threatened,0.661132129
231231-2,Scuticaria kautskyi,Scuticaria,1,Brazil,epiphyte,seasonally dry tropical,No,No,Not Assessed,threatened,0.661127712
231233-2,Scuticaria novaesiae,Scuticaria,1,Brazil,epiphyte,seasonally dry tropical,No,No,Not Assessed,threatened,0.706517234
323137-2,Scuticaria peruviana,Scuticaria,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.782412163
231234-2,Scuticaria salesiana,Scuticaria,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.644714483
657483-1,Scuticaria steelei,Scuticaria,6,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.010152306
231235-2,Scuticaria strictifolia,Scuticaria,1,Brazil,epiphyte,seasonally dry tropical,No,No,Not Assessed,threatened,0.601153066
77102329-1,Seegeriella crothersii,Seegeriella,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.905284834
998425-1,Seegeriella pinifolia,Seegeriella,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.600713462
657486-1,Seidenfadenia mitrata,Seidenfadenia,3,Indo-China,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.549105359
77165455-1,Selenipedium buenaventurae,Selenipedium,1,Western South America,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.837556299
77155082-1,Selenipedium olgae,Selenipedium,1,Western South America,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.837556299
77145286-1,Serapias athwaghlisia,Serapias,1,Northern Africa,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.796226307
657574-1,Serapias bergonii,Serapias,10,Southeastern Europe,herbaceous perennial,subtropical,No,No,Not Assessed,not threatened,0.195608179
77165416-1,Serapias guadinae,Serapias,1,Southeastern Europe,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.866035422
655320-1,Pterostylis grandiflora,Pterostylis,4,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,not threatened,0.079482131
77077782-1,Serapias occidentalis,Serapias,2,Southwestern Europe,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.745163173
945587-1,Serapias orientalis,Serapias,13,Southeastern Europe,herbaceous perennial,subtropical,No,No,Not Assessed,not threatened,0.281611747
655322-1,Pterostylis hamiltonii,Pterostylis,1,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,threatened,0.47210502
657692-1,Serapias politisii,Serapias,8,Southeastern Europe,herbaceous perennial,subtropical,No,No,Not Assessed,not threatened,0.250160865
77065063-1,Serapias strictiflora,Serapias,9,Southwestern Europe,herbaceous perennial,subtropical,No,No,Not Assessed,not threatened,0.210188583
938995-1,Pterostylis maxima,Pterostylis,3,Australia,herbaceous perennial,subtropical,Yes,No,Not Assessed,not threatened,0.404423028
235021-2,Sertifera aurantiaca,Sertifera,2,Northern South America,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.473973432
235022-2,Sertifera colombiana,Sertifera,2,Northern South America,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.456842297
235023-2,Sertifera grandifolia,Sertifera,1,Western South America,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.56042975
77203337-1,Sertifera hirtziana,Sertifera,1,Western South America,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.90667545
235025-2,Sertifera major,Sertifera,2,Western South America,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.503328126
235026-2,Sertifera parviflora,Sertifera,2,Western South America,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.503328126
657753-1,Sertifera purpurea,Sertifera,3,Western South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.269454379
236132-2,Sievekingia butcheri,Sievekingia,1,Central America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.744232671
236133-2,Sievekingia colombiana,Sievekingia,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.586276032
320762-2,Sievekingia cristata,Sievekingia,2,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.586276032
236134-2,Sievekingia dunstervilleorum,Sievekingia,1,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.630491971
236135-2,Sievekingia fimbriata,Sievekingia,2,Central America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.420303666
929504-1,Sievekingia herklotziana,Sievekingia,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.68554573
77176643-1,Sievekingia hirtzii,Sievekingia,1,Western South America,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.880544016
236136-2,Sievekingia jenmanii,Sievekingia,3,Northern South America,epiphyte,wet tropical,No,No,Not Assessed,not threatened,0.194041616
